,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,yards,season
126,Auburn,SEC,FG,"{'minutes': 1, 'seconds': 55}",3,"{'minutes': 1, 'seconds': 11}",27,400603843,40060384313,Mississippi State,SEC,8,True,3,"{'minutes': 3, 'seconds': 6}",75,48,2015
127,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 45}",4,"{'minutes': 13, 'seconds': 26}",51,400603843,40060384314,Auburn,SEC,7,False,3,"{'minutes': 1, 'seconds': 11}",22,29,2015
128,Auburn,SEC,PUNT,"{'minutes': 3, 'seconds': 8}",4,"{'minutes': 10, 'seconds': 18}",44,400603843,40060384315,Mississippi State,SEC,7,False,4,"{'minutes': 13, 'seconds': 26}",84,40,2015
129,Mississippi State,SEC,PUNT,{'seconds': 39},4,"{'minutes': 9, 'seconds': 39}",28,400603843,40060384316,Auburn,SEC,4,False,4,"{'minutes': 10, 'seconds': 18}",11,17,2015
130,Auburn,SEC,PUNT,{'seconds': 59},4,"{'minutes': 8, 'seconds': 40}",70,400603843,40060384317,Mississippi State,SEC,3,False,4,"{'minutes': 9, 'seconds': 39}",74,4,2015
131,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 25}",4,"{'minutes': 6, 'seconds': 15}",11,400603843,40060384318,Auburn,SEC,5,False,4,"{'minutes': 8, 'seconds': 40}",16,-5,2015
132,Auburn,SEC,PUNT,"{'minutes': 2, 'seconds': 51}",4,"{'minutes': 3, 'seconds': 24}",40,400603843,40060384319,Mississippi State,SEC,5,False,4,"{'minutes': 6, 'seconds': 15}",56,16,2015
133,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 17}",4,"{'minutes': 1, 'seconds': 7}",66,400603843,40060384320,Auburn,SEC,11,True,4,"{'minutes': 3, 'seconds': 24}",10,56,2015
134,Auburn,SEC,END OF GAME,"{'minutes': 1, 'seconds': 7}",4,{},49,400603843,40060384321,Mississippi State,SEC,3,False,4,"{'minutes': 1, 'seconds': 7}",43,-6,2015
135,Mississippi State,SEC,FG,"{'minutes': 1, 'seconds': 36}",2,"{'minutes': 10, 'seconds': 9}",35,400603855,40060385510,Northwestern State,,4,True,2,"{'minutes': 11, 'seconds': 45}",39,4,2015
136,Northwestern State,,TD,"{'minutes': 1, 'seconds': 30}",2,"{'minutes': 8, 'seconds': 39}",100,400603855,40060385511,Mississippi State,SEC,5,True,2,"{'minutes': 10, 'seconds': 9}",35,65,2015
137,Mississippi State,SEC,FG,"{'minutes': 6, 'seconds': 21}",2,"{'minutes': 2, 'seconds': 18}",9,400603855,40060385512,Northwestern State,,11,True,2,"{'minutes': 8, 'seconds': 39}",75,66,2015
138,Northwestern State,,TD,"{'minutes': 1, 'seconds': 22}",2,{'seconds': 56},100,400603855,40060385513,Mississippi State,SEC,5,True,2,"{'minutes': 2, 'seconds': 18}",40,60,2015
139,Mississippi State,SEC,END OF HALF,{'seconds': 56},2,{},63,400603855,40060385514,Northwestern State,,2,False,2,{'seconds': 56},75,12,2015
140,Mississippi State,SEC,TD,"{'minutes': 7, 'seconds': 53}",3,"{'minutes': 6, 'seconds': 54}",0,400603855,40060385515,Northwestern State,,14,True,3,"{'minutes': 14, 'seconds': 47}",72,72,2015
141,Northwestern State,,TD,"{'minutes': 2, 'seconds': 53}",3,"{'minutes': 4, 'seconds': 1}",100,400603855,40060385516,Mississippi State,SEC,7,True,3,"{'minutes': 6, 'seconds': 54}",40,60,2015
142,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 41}",3,"{'minutes': 1, 'seconds': 20}",61,400603855,40060385517,Northwestern State,,4,False,3,"{'minutes': 4, 'seconds': 1}",75,14,2015
143,Northwestern State,,TD,"{'minutes': 1, 'seconds': 13}",3,{'seconds': 7},100,400603855,40060385518,Mississippi State,SEC,3,True,3,"{'minutes': 1, 'seconds': 20}",21,79,2015
144,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 10}",4,"{'minutes': 13, 'seconds': 57}",83,400603855,40060385519,Northwestern State,,3,False,3,{'seconds': 7},85,2,2015
145,Northwestern State,,TD,"{'minutes': 1, 'seconds': 45}",4,"{'minutes': 12, 'seconds': 12}",100,400603855,40060385520,Mississippi State,SEC,4,True,4,"{'minutes': 13, 'seconds': 57}",37,63,2015
146,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 38}",4,"{'minutes': 10, 'seconds': 34}",82,400603855,40060385521,Northwestern State,,3,False,4,"{'minutes': 12, 'seconds': 12}",75,-7,2015
147,Northwestern State,,PUNT,"{'minutes': 1, 'seconds': 27}",4,"{'minutes': 9, 'seconds': 7}",39,400603855,40060385522,Mississippi State,SEC,3,False,4,"{'minutes': 10, 'seconds': 34}",32,7,2015
148,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 19}",4,"{'minutes': 5, 'seconds': 48}",64,400603855,40060385523,Northwestern State,,4,False,4,"{'minutes': 9, 'seconds': 7}",83,19,2015
149,Northwestern State,,TD,{'minutes': 4},4,"{'minutes': 1, 'seconds': 48}",100,400603855,40060385524,Mississippi State,SEC,7,True,4,"{'minutes': 5, 'seconds': 48}",26,74,2015
150,Mississippi State,SEC,END OF GAME,"{'minutes': 1, 'seconds': 48}",4,{},58,400603855,40060385525,Northwestern State,,3,False,4,"{'minutes': 1, 'seconds': 48}",75,17,2015
151,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 56}",2,"{'minutes': 6, 'seconds': 19}",61,400603865,40060386510,LSU,SEC,7,False,2,"{'minutes': 10, 'seconds': 15}",89,28,2015
152,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 57}",2,"{'minutes': 4, 'seconds': 22}",34,400603865,40060386511,Mississippi State,SEC,3,False,2,"{'minutes': 6, 'seconds': 19}",28,6,2015
153,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 37}",2,"{'minutes': 2, 'seconds': 45}",73,400603865,40060386512,LSU,SEC,3,False,2,"{'minutes': 4, 'seconds': 22}",75,2,2015
154,LSU,SEC,FG,"{'minutes': 2, 'seconds': 2}",2,{'seconds': 43},74,400603865,40060386513,Mississippi State,SEC,9,True,2,"{'minutes': 2, 'seconds': 45}",37,37,2015
155,Mississippi State,SEC,END OF HALF,{'seconds': 43},2,{},66,400603865,40060386514,LSU,SEC,1,False,2,{'seconds': 43},61,-5,2015
156,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 6}",3,"{'minutes': 12, 'seconds': 54}",69,400603865,40060386515,LSU,SEC,3,False,3,{'minutes': 15},76,7,2015
157,LSU,SEC,FG,"{'minutes': 2, 'seconds': 50}",3,"{'minutes': 10, 'seconds': 4}",94,400603865,40060386516,Mississippi State,SEC,9,True,3,"{'minutes': 12, 'seconds': 54}",54,40,2015
158,Mississippi State,SEC,TD,"{'minutes': 3, 'seconds': 16}",3,"{'minutes': 6, 'seconds': 48}",0,400603865,40060386517,LSU,SEC,7,True,3,"{'minutes': 10, 'seconds': 4}",75,75,2015
159,LSU,SEC,PUNT,{'seconds': 49},3,"{'minutes': 5, 'seconds': 59}",32,400603865,40060386518,Mississippi State,SEC,3,False,3,"{'minutes': 6, 'seconds': 48}",27,5,2015
160,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 56}",3,"{'minutes': 4, 'seconds': 3}",50,400603865,40060386519,LSU,SEC,4,False,3,"{'minutes': 5, 'seconds': 59}",70,20,2015
161,LSU,SEC,TD,"{'minutes': 4, 'seconds': 18}",4,"{'minutes': 14, 'seconds': 45}",100,400603865,40060386520,Mississippi State,SEC,14,True,3,"{'minutes': 4, 'seconds': 3}",13,87,2015
162,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 9}",4,"{'minutes': 12, 'seconds': 36}",82,400603865,40060386521,LSU,SEC,3,False,4,"{'minutes': 14, 'seconds': 45}",81,-1,2015
163,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 18}",4,"{'minutes': 10, 'seconds': 18}",61,400603865,40060386522,Mississippi State,SEC,5,False,4,"{'minutes': 12, 'seconds': 36}",36,25,2015
164,Mississippi State,SEC,PUNT,"{'minutes': 4, 'seconds': 46}",4,"{'minutes': 5, 'seconds': 32}",43,400603865,40060386523,LSU,SEC,9,False,4,"{'minutes': 10, 'seconds': 18}",85,42,2015
165,LSU,SEC,TD,"{'minutes': 1, 'seconds': 32}",4,{'minutes': 4},100,400603865,40060386524,Mississippi State,SEC,6,True,4,"{'minutes': 5, 'seconds': 32}",18,82,2015
166,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 28}",4,"{'minutes': 1, 'seconds': 32}",54,400603865,40060386525,LSU,SEC,5,False,4,{'minutes': 4},71,17,2015
167,LSU,SEC,DOWNS,"{'minutes': 1, 'seconds': 32}",4,{},66,400603865,40060386526,Mississippi State,SEC,11,False,4,"{'minutes': 1, 'seconds': 32}",11,55,2015
168,Texas A&M,SEC,PUNT,{'seconds': 44},2,"{'minutes': 1, 'seconds': 14}",68,400603885,40060388510,Mississippi State,SEC,3,False,2,"{'minutes': 1, 'seconds': 58}",69,1,2015
169,Mississippi State,SEC,TD,{'seconds': 54},2,{'seconds': 20},100,400603885,40060388511,Texas A&M,SEC,5,True,2,"{'minutes': 1, 'seconds': 14}",36,64,2015
170,Texas A&M,SEC,END OF HALF,{'seconds': 20},2,{},74,400603885,40060388512,Mississippi State,SEC,1,False,2,{'seconds': 20},79,5,2015
171,Texas A&M,SEC,FUMBLE,"{'minutes': 1, 'seconds': 44}",3,"{'minutes': 13, 'seconds': 16}",82,400603885,40060388513,Mississippi State,SEC,4,False,3,{'minutes': 15},95,49,2015
172,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 42}",3,"{'minutes': 10, 'seconds': 34}",94,400603885,40060388514,Texas A&M,SEC,8,True,3,"{'minutes': 13, 'seconds': 16}",46,48,2015
173,Texas A&M,SEC,FUMBLE,"{'minutes': 4, 'seconds': 29}",3,"{'minutes': 6, 'seconds': 5}",11,400603885,40060388515,Mississippi State,SEC,11,False,3,"{'minutes': 10, 'seconds': 34}",75,72,2015
174,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 40}",3,"{'minutes': 4, 'seconds': 25}",59,400603885,40060388516,Texas A&M,SEC,4,False,3,"{'minutes': 6, 'seconds': 5}",3,56,2015
175,Texas A&M,SEC,PUNT,{'seconds': 52},3,"{'minutes': 3, 'seconds': 33}",97,400603885,40060388517,Mississippi State,SEC,3,False,3,"{'minutes': 4, 'seconds': 25}",99,2,2015
176,Mississippi State,SEC,DOWNS,"{'minutes': 1, 'seconds': 45}",3,"{'minutes': 1, 'seconds': 48}",68,400603885,40060388518,Texas A&M,SEC,4,False,3,"{'minutes': 3, 'seconds': 33}",59,9,2015
177,Texas A&M,SEC,PUNT,{'seconds': 58},3,{'seconds': 50},68,400603885,40060388519,Mississippi State,SEC,3,False,3,"{'minutes': 1, 'seconds': 48}",68,0,2015
178,Mississippi State,SEC,PUNT,{'seconds': 46},3,{'seconds': 4},29,400603885,40060388520,Texas A&M,SEC,3,False,3,{'seconds': 50},31,-2,2015
179,Texas A&M,SEC,TD,"{'minutes': 2, 'seconds': 40}",4,"{'minutes': 12, 'seconds': 24}",0,400603885,40060388521,Mississippi State,SEC,10,True,3,{'seconds': 4},68,68,2015
180,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 43}",4,"{'minutes': 10, 'seconds': 41}",47,400603885,40060388522,Texas A&M,SEC,7,False,4,"{'minutes': 12, 'seconds': 24}",25,22,2015
181,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 30}",4,"{'minutes': 9, 'seconds': 11}",76,400603885,40060388523,Mississippi State,SEC,3,False,4,"{'minutes': 10, 'seconds': 41}",80,4,2015
182,Mississippi State,SEC,FG,"{'minutes': 3, 'seconds': 48}",4,"{'minutes': 5, 'seconds': 23}",88,400603885,40060388524,Texas A&M,SEC,10,True,4,"{'minutes': 9, 'seconds': 11}",53,35,2015
183,Texas A&M,SEC,DOWNS,"{'minutes': 2, 'seconds': 18}",4,"{'minutes': 3, 'seconds': 5}",77,400603885,40060388525,Mississippi State,SEC,4,False,4,"{'minutes': 5, 'seconds': 23}",80,3,2015
184,Mississippi State,SEC,END OF GAME,"{'minutes': 3, 'seconds': 5}",4,{},95,400603885,40060388526,Texas A&M,SEC,5,False,4,"{'minutes': 3, 'seconds': 5}",77,18,2015
185,Kentucky,SEC,INT,{'seconds': 9},2,"{'minutes': 5, 'seconds': 54}",14,400603889,40060388910,Mississippi State,SEC,1,False,2,"{'minutes': 6, 'seconds': 3}",14,0,2015
186,Mississippi State,SEC,MISSED FG,"{'minutes': 2, 'seconds': 49}",2,"{'minutes': 3, 'seconds': 5}",31,400603889,40060388911,Kentucky,SEC,10,False,2,"{'minutes': 5, 'seconds': 54}",58,27,2015
187,Kentucky,SEC,TD,"{'minutes': 1, 'seconds': 31}",2,"{'minutes': 1, 'seconds': 34}",100,400603889,40060388912,Mississippi State,SEC,5,True,2,"{'minutes': 3, 'seconds': 5}",31,69,2015
188,Mississippi State,SEC,INT,{'seconds': 31},2,"{'minutes': 1, 'seconds': 3}",58,400603889,40060388913,Kentucky,SEC,4,False,2,"{'minutes': 1, 'seconds': 34}",75,17,2015
189,Kentucky,SEC,TD,{'seconds': 29},2,{'seconds': 34},100,400603889,40060388914,Mississippi State,SEC,3,True,2,"{'minutes': 1, 'seconds': 3}",20,80,2015
190,Mississippi State,SEC,DOWNS,{'seconds': 31},2,{'seconds': 3},43,400603889,40060388915,Kentucky,SEC,5,True,2,{'seconds': 34},58,27,2015
191,Kentucky,SEC,Uncategorized,{'seconds': 3},2,{},43,400603889,40060388916,Mississippi State,SEC,0,False,2,{'seconds': 3},43,0,2015
192,Kentucky,SEC,PUNT,"{'minutes': 2, 'seconds': 37}",3,"{'minutes': 12, 'seconds': 23}",56,400603889,40060388917,Mississippi State,SEC,7,False,3,{'minutes': 15},25,31,2015
193,Mississippi State,SEC,INT,"{'minutes': 1, 'seconds': 43}",3,"{'minutes': 10, 'seconds': 40}",74,400603889,40060388918,Kentucky,SEC,4,False,3,"{'minutes': 12, 'seconds': 23}",88,14,2015
194,Kentucky,SEC,MISSED FG,"{'minutes': 2, 'seconds': 13}",3,"{'minutes': 8, 'seconds': 27}",92,400603889,40060388919,Mississippi State,SEC,6,False,3,"{'minutes': 10, 'seconds': 40}",35,57,2015
195,Mississippi State,SEC,FG,"{'minutes': 5, 'seconds': 32}",3,"{'minutes': 2, 'seconds': 55}",14,400603889,40060388920,Kentucky,SEC,12,True,3,"{'minutes': 8, 'seconds': 27}",80,66,2015
196,Kentucky,SEC,TD,"{'minutes': 1, 'seconds': 56}",3,{'seconds': 59},100,400603889,40060388921,Mississippi State,SEC,7,True,3,"{'minutes': 2, 'seconds': 55}",25,75,2015
197,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 1}",4,"{'minutes': 13, 'seconds': 58}",58,400603889,40060388922,Kentucky,SEC,5,False,3,{'seconds': 59},80,22,2015
198,Kentucky,SEC,TD,"{'minutes': 4, 'seconds': 44}",4,"{'minutes': 9, 'seconds': 14}",100,400603889,40060388923,Mississippi State,SEC,11,True,4,"{'minutes': 13, 'seconds': 58}",20,80,2015
199,Mississippi State,SEC,INT,"{'minutes': 2, 'seconds': 21}",4,"{'minutes': 6, 'seconds': 53}",52,400603889,40060388924,Kentucky,SEC,7,False,4,"{'minutes': 9, 'seconds': 14}",77,25,2015
200,Kentucky,SEC,PUNT,"{'minutes': 2, 'seconds': 35}",4,"{'minutes': 4, 'seconds': 18}",55,400603889,40060388925,Mississippi State,SEC,3,False,4,"{'minutes': 6, 'seconds': 53}",53,2,2015
201,Mississippi State,SEC,END OF GAME,"{'minutes': 4, 'seconds': 18}",4,{},10,400603889,40060388926,Kentucky,SEC,11,False,4,"{'minutes': 4, 'seconds': 18}",85,75,2015
202,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 41}",2,"{'minutes': 1, 'seconds': 3}",77,400603895,40060389510,Louisiana Tech,Conference USA,3,False,2,"{'minutes': 2, 'seconds': 44}",86,9,2015
203,Louisiana Tech,Conference USA,TD,{'seconds': 14},2,{'seconds': 49},100,400603895,40060389511,Mississippi State,SEC,1,True,2,"{'minutes': 1, 'seconds': 3}",98,2,2015
204,Mississippi State,SEC,END OF HALF,{'seconds': 49},2,{},92,400603895,40060389512,Louisiana Tech,Conference USA,3,False,2,{'seconds': 49},89,-3,2015
205,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 34}",3,"{'minutes': 12, 'seconds': 26}",57,400603895,40060389513,Louisiana Tech,Conference USA,4,False,3,{'minutes': 15},75,18,2015
206,Louisiana Tech,Conference USA,TD,"{'minutes': 3, 'seconds': 31}",3,"{'minutes': 8, 'seconds': 55}",100,400603895,40060389514,Mississippi State,SEC,11,True,3,"{'minutes': 12, 'seconds': 26}",2,98,2015
207,Mississippi State,SEC,FG,"{'minutes': 4, 'seconds': 11}",3,"{'minutes': 4, 'seconds': 44}",10,400603895,40060389515,Louisiana Tech,Conference USA,11,True,3,"{'minutes': 8, 'seconds': 55}",75,65,2015
208,Louisiana Tech,Conference USA,TD,"{'minutes': 3, 'seconds': 20}",3,"{'minutes': 1, 'seconds': 24}",100,400603895,40060389516,Mississippi State,SEC,10,True,3,"{'minutes': 4, 'seconds': 44}",25,75,2015
209,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 40}",4,"{'minutes': 13, 'seconds': 44}",61,400603895,40060389517,Louisiana Tech,Conference USA,4,False,3,"{'minutes': 1, 'seconds': 24}",80,19,2015
210,Louisiana Tech,Conference USA,PUNT,"{'minutes': 2, 'seconds': 17}",4,"{'minutes': 11, 'seconds': 27}",38,400603895,40060389518,Mississippi State,SEC,5,False,4,"{'minutes': 13, 'seconds': 44}",21,17,2015
211,Mississippi State,SEC,INT TD,"{'minutes': 4, 'seconds': 17}",4,"{'minutes': 7, 'seconds': 10}",50,400603895,40060389519,Louisiana Tech,Conference USA,10,True,4,"{'minutes': 11, 'seconds': 27}",91,41,2015
212,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 57}",4,"{'minutes': 4, 'seconds': 3}",69,400603895,40060389521,Louisiana Tech,Conference USA,5,False,4,{'minutes': 7},91,22,2015
213,Louisiana Tech,Conference USA,PUNT,"{'minutes': 2, 'seconds': 31}",4,"{'minutes': 1, 'seconds': 32}",35,400603895,40060389522,Mississippi State,SEC,3,False,4,"{'minutes': 4, 'seconds': 3}",28,7,2015
214,Mississippi State,SEC,END OF GAME,"{'minutes': 1, 'seconds': 32}",4,{},69,400603895,40060389523,Louisiana Tech,Conference USA,4,False,4,"{'minutes': 1, 'seconds': 32}",83,14,2015
215,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 21}",1,"{'minutes': 1, 'seconds': 37}",70,400603900,40060390010,Troy,Sun Belt,3,False,1,"{'minutes': 2, 'seconds': 58}",76,6,2015
216,Troy,Sun Belt,FG,"{'minutes': 4, 'seconds': 58}",2,"{'minutes': 11, 'seconds': 39}",76,400603900,40060390011,Mississippi State,SEC,13,True,1,"{'minutes': 1, 'seconds': 37}",26,50,2015
217,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 27}",2,"{'minutes': 10, 'seconds': 12}",83,400603900,40060390012,Troy,Sun Belt,3,False,2,"{'minutes': 11, 'seconds': 39}",75,-8,2015
218,Troy,Sun Belt,TD,"{'minutes': 1, 'seconds': 29}",2,"{'minutes': 8, 'seconds': 43}",100,400603900,40060390013,Mississippi State,SEC,5,True,2,"{'minutes': 10, 'seconds': 12}",48,52,2015
219,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 23}",2,"{'minutes': 5, 'seconds': 20}",65,400603900,40060390014,Troy,Sun Belt,6,False,2,"{'minutes': 8, 'seconds': 43}",75,10,2015
220,Troy,Sun Belt,PUNT,"{'minutes': 1, 'seconds': 41}",2,"{'minutes': 3, 'seconds': 39}",35,400603900,40060390015,Mississippi State,SEC,3,False,2,"{'minutes': 5, 'seconds': 20}",26,9,2015
221,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 49}",2,"{'minutes': 1, 'seconds': 50}",86,400603900,40060390016,Troy,Sun Belt,3,False,2,"{'minutes': 3, 'seconds': 39}",80,-6,2015
222,Troy,Sun Belt,TD,"{'minutes': 1, 'seconds': 3}",2,{'seconds': 47},100,400603900,40060390017,Mississippi State,SEC,4,True,2,"{'minutes': 1, 'seconds': 50}",45,55,2015
223,Mississippi State,SEC,END OF HALF,{'seconds': 47},2,{},76,400603900,40060390018,Troy,Sun Belt,1,False,2,{'seconds': 47},75,-1,2015
224,Mississippi State,SEC,INT,{'seconds': 24},3,"{'minutes': 14, 'seconds': 36}",75,400603900,40060390019,Troy,Sun Belt,3,False,3,{'minutes': 15},75,0,2015
225,Troy,Sun Belt,DOWNS,"{'minutes': 1, 'seconds': 42}",3,"{'minutes': 12, 'seconds': 54}",77,400603900,40060390020,Mississippi State,SEC,4,False,3,"{'minutes': 14, 'seconds': 36}",70,7,2015
226,Mississippi State,SEC,TD,"{'minutes': 9, 'seconds': 17}",3,"{'minutes': 3, 'seconds': 37}",0,400603900,40060390021,Troy,Sun Belt,15,True,3,"{'minutes': 12, 'seconds': 54}",77,77,2015
227,Troy,Sun Belt,PUNT,"{'minutes': 1, 'seconds': 55}",3,"{'minutes': 1, 'seconds': 42}",32,400603900,40060390022,Mississippi State,SEC,3,False,3,"{'minutes': 3, 'seconds': 37}",32,0,2015
228,Mississippi State,SEC,TD,{'seconds': 55},3,{'seconds': 47},0,400603900,40060390023,Troy,Sun Belt,2,True,3,"{'minutes': 1, 'seconds': 42}",82,82,2015
229,Mississippi State,SEC,DOWNS,"{'minutes': 4, 'seconds': 25}",4,"{'minutes': 11, 'seconds': 22}",51,400603900,40060390024,Troy,Sun Belt,10,False,3,{'seconds': 47},54,3,2015
230,Troy,Sun Belt,TD,{'seconds': 11},4,"{'minutes': 11, 'seconds': 11}",100,400603900,40060390025,Mississippi State,SEC,1,True,4,"{'minutes': 11, 'seconds': 22}",51,49,2015
231,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 54}",4,"{'minutes': 8, 'seconds': 17}",56,400603900,40060390026,Troy,Sun Belt,4,False,4,"{'minutes': 11, 'seconds': 11}",75,19,2015
232,Troy,Sun Belt,PUNT,"{'minutes': 3, 'seconds': 11}",4,"{'minutes': 5, 'seconds': 6}",27,400603900,40060390027,Mississippi State,SEC,5,False,4,"{'minutes': 8, 'seconds': 17}",20,7,2015
233,Mississippi State,SEC,FG,"{'minutes': 4, 'seconds': 47}",4,{'seconds': 19},4,400603900,40060390028,Troy,Sun Belt,12,True,4,"{'minutes': 5, 'seconds': 6}",69,65,2015
234,Troy,Sun Belt,END OF GAME,{'seconds': 19},4,{},45,400603900,40060390029,Mississippi State,SEC,1,False,4,{'seconds': 19},22,23,2015
235,Missouri,SEC,FUMBLE,"{'minutes': 4, 'seconds': 11}",2,"{'minutes': 12, 'seconds': 49}",30,400603911,40060391110,Mississippi State,SEC,10,False,1,{'minutes': 2},83,53,2015
236,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 28}",2,"{'minutes': 10, 'seconds': 21}",36,400603911,40060391111,Missouri,SEC,5,False,2,"{'minutes': 12, 'seconds': 49}",26,10,2015
237,Missouri,SEC,PUNT,"{'minutes': 1, 'seconds': 26}",2,"{'minutes': 8, 'seconds': 55}",67,400603911,40060391112,Mississippi State,SEC,3,False,2,"{'minutes': 10, 'seconds': 21}",65,-2,2015
238,Mississippi State,SEC,FG,"{'minutes': 1, 'seconds': 50}",2,"{'minutes': 7, 'seconds': 5}",82,400603911,40060391113,Missouri,SEC,4,True,2,"{'minutes': 8, 'seconds': 55}",75,7,2015
239,Missouri,SEC,TD,"{'minutes': 1, 'seconds': 2}",2,"{'minutes': 6, 'seconds': 3}",0,400603911,40060391114,Mississippi State,SEC,3,True,2,"{'minutes': 7, 'seconds': 5}",29,29,2015
240,Mississippi State,SEC,TD,"{'minutes': 4, 'seconds': 13}",2,"{'minutes': 1, 'seconds': 50}",100,400603911,40060391115,Missouri,SEC,10,True,2,"{'minutes': 6, 'seconds': 3}",23,77,2015
241,Missouri,SEC,PUNT,{'seconds': 27},2,"{'minutes': 1, 'seconds': 23}",69,400603911,40060391116,Mississippi State,SEC,3,False,2,"{'minutes': 1, 'seconds': 50}",75,6,2015
242,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 5}",2,{'seconds': 18},28,400603911,40060391117,Missouri,SEC,3,False,2,"{'minutes': 1, 'seconds': 23}",30,-2,2015
243,Missouri,SEC,END OF HALF,{'seconds': 18},2,{},43,400603911,40060391118,Mississippi State,SEC,3,False,2,{'seconds': 18},63,20,2015
244,Missouri,SEC,TD,"{'minutes': 2, 'seconds': 40}",3,"{'minutes': 12, 'seconds': 20}",0,400603911,40060391119,Mississippi State,SEC,6,True,3,{'minutes': 15},77,77,2015
245,Mississippi State,SEC,INT,{'seconds': 20},3,{'minutes': 12},29,400603911,40060391120,Missouri,SEC,1,False,3,"{'minutes': 12, 'seconds': 20}",29,0,2015
246,Missouri,SEC,FG,"{'minutes': 1, 'seconds': 59}",3,"{'minutes': 10, 'seconds': 1}",19,400603911,40060391121,Mississippi State,SEC,6,True,3,{'minutes': 12},37,18,2015
247,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 2}",3,"{'minutes': 6, 'seconds': 59}",46,400603911,40060391122,Missouri,SEC,6,False,3,"{'minutes': 10, 'seconds': 1}",28,18,2015
