,defense,defense_conference,drive_result,elapsed,end_period,end_time,end_yardline,game_id,id,offense,offense_conference,plays,scoring,start_period,start_time,start_yardline,yards,season
632,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 19}",2,"{'minutes': 9, 'seconds': 4}",0,400869072,40086907210,Mississippi State,SEC,6,True,2,"{'minutes': 11, 'seconds': 23}",80,80,2016
633,Mississippi State,SEC,TD,"{'minutes': 4, 'seconds': 17}",2,"{'minutes': 4, 'seconds': 47}",100,400869072,40086907211,Ole Miss,SEC,12,True,2,"{'minutes': 9, 'seconds': 4}",16,84,2016
634,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 58}",2,"{'minutes': 2, 'seconds': 49}",73,400869072,40086907212,Mississippi State,SEC,3,False,2,"{'minutes': 4, 'seconds': 47}",75,2,2016
635,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 26}",2,{'seconds': 23},80,400869072,40086907213,Ole Miss,SEC,11,True,2,"{'minutes': 2, 'seconds': 49}",23,57,2016
636,Ole Miss,SEC,END OF HALF,{'seconds': 23},2,{},76,400869072,40086907214,Mississippi State,SEC,1,False,2,{'seconds': 23},75,-1,2016
637,Ole Miss,SEC,PUNT,{'seconds': 44},3,"{'minutes': 14, 'seconds': 10}",84,400869072,40086907215,Mississippi State,SEC,3,False,3,"{'minutes': 14, 'seconds': 54}",81,-3,2016
638,Mississippi State,SEC,DOWNS,"{'minutes': 4, 'seconds': 21}",3,"{'minutes': 9, 'seconds': 49}",82,400869072,40086907216,Ole Miss,SEC,9,False,3,"{'minutes': 14, 'seconds': 10}",40,42,2016
639,Ole Miss,SEC,TD,"{'minutes': 4, 'seconds': 32}",3,"{'minutes': 5, 'seconds': 17}",0,400869072,40086907217,Mississippi State,SEC,9,True,3,"{'minutes': 9, 'seconds': 49}",82,82,2016
640,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 32}",3,"{'minutes': 3, 'seconds': 45}",15,400869072,40086907218,Ole Miss,SEC,3,False,3,"{'minutes': 5, 'seconds': 17}",17,-2,2016
641,Ole Miss,SEC,TD,{'seconds': 48},3,"{'minutes': 2, 'seconds': 57}",0,400869072,40086907219,Mississippi State,SEC,3,True,3,"{'minutes': 3, 'seconds': 45}",69,69,2016
642,Mississippi State,SEC,DOWNS,"{'minutes': 2, 'seconds': 22}",3,{'seconds': 35},70,400869072,40086907220,Ole Miss,SEC,7,False,3,"{'minutes': 2, 'seconds': 57}",25,45,2016
643,Ole Miss,SEC,FUMBLE,"{'minutes': 2, 'seconds': 19}",4,"{'minutes': 13, 'seconds': 16}",36,400869072,40086907221,Mississippi State,SEC,5,False,3,{'seconds': 35},70,34,2016
644,Mississippi State,SEC,DOWNS,"{'minutes': 1, 'seconds': 20}",4,"{'minutes': 11, 'seconds': 56}",55,400869072,40086907222,Ole Miss,SEC,5,False,4,"{'minutes': 13, 'seconds': 16}",36,19,2016
645,Ole Miss,SEC,TD,"{'minutes': 6, 'seconds': 55}",4,"{'minutes': 5, 'seconds': 1}",0,400869072,40086907223,Mississippi State,SEC,11,True,4,"{'minutes': 11, 'seconds': 56}",55,55,2016
646,Mississippi State,SEC,INT TD,"{'minutes': 2, 'seconds': 2}",4,"{'minutes': 2, 'seconds': 59}",78,400869072,40086907224,Ole Miss,SEC,8,True,4,"{'minutes': 5, 'seconds': 1}",18,60,2016
647,Mississippi State,SEC,PUNT,{'seconds': 53},4,"{'minutes': 1, 'seconds': 59}",27,400869072,40086907226,Ole Miss,SEC,3,False,4,"{'minutes': 2, 'seconds': 52}",26,1,2016
648,Ole Miss,SEC,END OF GAME,"{'minutes': 1, 'seconds': 59}",4,{},69,400869072,40086907227,Mississippi State,SEC,3,False,4,"{'minutes': 1, 'seconds': 59}",66,-3,2016
649,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 31}",1,"{'minutes': 13, 'seconds': 29}",71,400933834,4009338341,South Alabama,Sun Belt,3,False,1,{'minutes': 15},75,4,2017
650,South Alabama,Sun Belt,TD,"{'minutes': 2, 'seconds': 29}",1,{'minutes': 11},100,400933834,4009338342,Ole Miss,SEC,9,True,1,"{'minutes': 13, 'seconds': 29}",22,78,2017
651,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 8}",1,"{'minutes': 8, 'seconds': 52}",93,400933834,4009338343,South Alabama,Sun Belt,3,False,1,{'minutes': 11},75,-18,2017
652,South Alabama,Sun Belt,FG,"{'minutes': 6, 'seconds': 37}",1,"{'minutes': 2, 'seconds': 15}",98,400933834,4009338344,Ole Miss,SEC,12,True,1,"{'minutes': 8, 'seconds': 52}",55,43,2017
653,Ole Miss,SEC,FG,"{'minutes': 9, 'seconds': 40}",2,"{'minutes': 7, 'seconds': 35}",3,400933834,4009338345,South Alabama,Sun Belt,19,True,1,"{'minutes': 2, 'seconds': 15}",98,95,2017
654,South Alabama,Sun Belt,FUMBLE,"{'minutes': 1, 'seconds': 11}",2,"{'minutes': 6, 'seconds': 24}",40,400933834,4009338346,Ole Miss,SEC,4,False,2,"{'minutes': 7, 'seconds': 35}",25,15,2017
655,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 15}",2,"{'minutes': 5, 'seconds': 9}",0,400933834,4009338347,South Alabama,Sun Belt,3,True,2,"{'minutes': 6, 'seconds': 24}",40,40,2017
656,South Alabama,Sun Belt,FG,"{'minutes': 4, 'seconds': 37}",2,{'seconds': 32},88,400933834,4009338348,Ole Miss,SEC,13,True,2,"{'minutes': 5, 'seconds': 9}",21,67,2017
657,Ole Miss,SEC,END OF HALF,{'seconds': 32},2,{},68,400933834,4009338349,South Alabama,Sun Belt,1,False,2,{'seconds': 32},62,-6,2017
658,Ole Miss,SEC,TD,"{'minutes': 4, 'seconds': 17}",1,"{'minutes': 10, 'seconds': 43}",0,400933848,4009338481,UT Martin,,7,True,1,{'minutes': 15},75,75,2017
659,UT Martin,,PUNT,{'minutes': 1},1,"{'minutes': 9, 'seconds': 43}",33,400933848,4009338482,Ole Miss,SEC,3,False,1,"{'minutes': 10, 'seconds': 43}",29,4,2017
660,Ole Miss,SEC,PUNT,"{'minutes': 4, 'seconds': 11}",1,"{'minutes': 5, 'seconds': 32}",49,400933848,4009338483,UT Martin,,7,False,1,"{'minutes': 9, 'seconds': 43}",77,28,2017
661,UT Martin,,INT,"{'minutes': 1, 'seconds': 46}",1,"{'minutes': 3, 'seconds': 46}",46,400933848,4009338484,Ole Miss,SEC,6,False,1,"{'minutes': 5, 'seconds': 32}",12,34,2017
662,Ole Miss,SEC,FG,"{'minutes': 2, 'seconds': 3}",1,"{'minutes': 1, 'seconds': 43}",6,400933848,4009338485,UT Martin,,4,True,1,"{'minutes': 3, 'seconds': 46}",12,18,2017
663,UT Martin,,TD,"{'minutes': 1, 'seconds': 2}",1,{'seconds': 41},100,400933848,4009338486,Ole Miss,SEC,3,True,1,"{'minutes': 1, 'seconds': 43}",35,65,2017
664,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 19}",2,"{'minutes': 13, 'seconds': 22}",69,400933848,4009338487,UT Martin,,3,False,1,{'seconds': 41},75,6,2017
665,UT Martin,,MISSED FG,"{'minutes': 3, 'seconds': 10}",2,"{'minutes': 10, 'seconds': 12}",80,400933848,4009338488,Ole Miss,SEC,8,False,2,"{'minutes': 13, 'seconds': 22}",37,43,2017
666,Ole Miss,SEC,TD,"{'minutes': 3, 'seconds': 27}",2,"{'minutes': 6, 'seconds': 45}",0,400933848,4009338489,UT Martin,,6,True,2,"{'minutes': 10, 'seconds': 12}",80,80,2017
667,California,Pac-12,FG,"{'minutes': 2, 'seconds': 53}",1,"{'minutes': 12, 'seconds': 7}",4,400933858,4009338581,Ole Miss,SEC,8,True,1,{'minutes': 15},75,71,2017
668,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 15}",1,"{'minutes': 10, 'seconds': 52}",25,400933858,4009338582,California,Pac-12,3,False,1,"{'minutes': 12, 'seconds': 7}",17,8,2017
669,California,Pac-12,INT,"{'minutes': 1, 'seconds': 18}",1,"{'minutes': 9, 'seconds': 34}",76,400933858,4009338583,Ole Miss,SEC,3,False,1,"{'minutes': 10, 'seconds': 52}",72,-4,2017
670,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 17}",1,"{'minutes': 8, 'seconds': 17}",100,400933858,4009338584,California,Pac-12,3,True,1,"{'minutes': 9, 'seconds': 34}",79,21,2017
671,California,Pac-12,TD,{'seconds': 19},1,"{'minutes': 7, 'seconds': 58}",0,400933858,4009338585,Ole Miss,SEC,1,True,1,"{'minutes': 8, 'seconds': 17}",67,67,2017
672,Ole Miss,SEC,PUNT,"{'minutes': 2, 'seconds': 36}",1,"{'minutes': 5, 'seconds': 22}",28,400933858,4009338586,California,Pac-12,6,False,1,"{'minutes': 7, 'seconds': 58}",21,7,2017
673,California,Pac-12,INT,"{'minutes': 3, 'seconds': 16}",1,"{'minutes': 2, 'seconds': 6}",30,400933858,4009338587,Ole Miss,SEC,8,False,1,"{'minutes': 5, 'seconds': 22}",70,40,2017
674,Ole Miss,SEC,MISSED FG,"{'minutes': 3, 'seconds': 54}",2,"{'minutes': 13, 'seconds': 12}",71,400933858,4009338588,California,Pac-12,9,False,1,"{'minutes': 2, 'seconds': 6}",23,48,2017
675,California,Pac-12,TD,{},2,"{'minutes': 13, 'seconds': 12}",0,400933858,4009338589,Ole Miss,SEC,1,True,2,"{'minutes': 13, 'seconds': 12}",71,71,2017
676,Alabama,SEC,PUNT,"{'minutes': 1, 'seconds': 6}",1,"{'minutes': 13, 'seconds': 54}",82,400933872,4009338721,Ole Miss,SEC,3,False,1,{'minutes': 15},88,6,2017
677,Ole Miss,SEC,PUNT,{'seconds': 47},1,"{'minutes': 13, 'seconds': 7}",58,400933872,4009338722,Alabama,SEC,3,False,1,"{'minutes': 13, 'seconds': 54}",54,4,2017
678,Alabama,SEC,PUNT,{'seconds': 56},1,"{'minutes': 12, 'seconds': 18}",85,400933872,4009338724,Ole Miss,SEC,3,False,1,"{'minutes': 13, 'seconds': 14}",87,2,2017
679,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 14}",1,"{'minutes': 10, 'seconds': 4}",100,400933872,4009338725,Alabama,SEC,6,True,1,"{'minutes': 12, 'seconds': 18}",49,51,2017
680,Alabama,SEC,INT TD,{'seconds': 44},1,"{'minutes': 9, 'seconds': 20}",70,400933872,4009338726,Ole Miss,SEC,3,True,1,"{'minutes': 10, 'seconds': 4}",76,6,2017
681,Alabama,SEC,PUNT,"{'minutes': 1, 'seconds': 54}",1,"{'minutes': 7, 'seconds': 26}",46,400933872,4009338727,Ole Miss,SEC,5,False,1,"{'minutes': 9, 'seconds': 20}",88,42,2017
682,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 13}",1,"{'minutes': 5, 'seconds': 13}",100,400933872,4009338728,Alabama,SEC,5,True,1,"{'minutes': 7, 'seconds': 26}",15,85,2017
683,Alabama,SEC,FG,"{'minutes': 2, 'seconds': 31}",1,"{'minutes': 2, 'seconds': 42}",9,400933872,4009338729,Ole Miss,SEC,6,True,1,"{'minutes': 5, 'seconds': 13}",75,66,2017
684,Auburn,SEC,MISSED FG,"{'minutes': 2, 'seconds': 23}",1,"{'minutes': 12, 'seconds': 37}",26,400933880,4009338801,Ole Miss,SEC,9,False,1,{'minutes': 15},75,49,2017
685,Ole Miss,SEC,TD,"{'minutes': 5, 'seconds': 6}",1,"{'minutes': 7, 'seconds': 31}",100,400933880,4009338802,Auburn,SEC,10,True,1,"{'minutes': 12, 'seconds': 37}",26,74,2017
686,Auburn,SEC,FG,"{'minutes': 3, 'seconds': 12}",1,"{'minutes': 4, 'seconds': 19}",10,400933880,4009338803,Ole Miss,SEC,11,True,1,"{'minutes': 7, 'seconds': 31}",75,65,2017
687,Ole Miss,SEC,TD,{'seconds': 15},1,"{'minutes': 4, 'seconds': 4}",100,400933880,4009338804,Auburn,SEC,1,True,1,"{'minutes': 4, 'seconds': 19}",25,75,2017
688,Auburn,SEC,PUNT,"{'minutes': 1, 'seconds': 33}",1,"{'minutes': 2, 'seconds': 31}",67,400933880,4009338805,Ole Miss,SEC,3,False,1,"{'minutes': 4, 'seconds': 4}",75,8,2017
689,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 38}",2,"{'minutes': 14, 'seconds': 53}",100,400933880,4009338806,Auburn,SEC,9,True,1,"{'minutes': 2, 'seconds': 31}",26,74,2017
690,Auburn,SEC,PUNT,"{'minutes': 1, 'seconds': 11}",2,"{'minutes': 13, 'seconds': 42}",68,400933880,4009338807,Ole Miss,SEC,3,False,2,"{'minutes': 14, 'seconds': 53}",75,7,2017
691,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 18}",2,"{'minutes': 12, 'seconds': 24}",100,400933880,4009338808,Auburn,SEC,3,True,2,"{'minutes': 13, 'seconds': 42}",43,57,2017
692,Auburn,SEC,DOWNS,"{'minutes': 3, 'seconds': 30}",2,"{'minutes': 8, 'seconds': 54}",29,400933880,4009338809,Ole Miss,SEC,11,False,2,"{'minutes': 12, 'seconds': 24}",75,49,2017
693,Vanderbilt,SEC,PUNT,"{'minutes': 1, 'seconds': 39}",1,"{'minutes': 13, 'seconds': 21}",18,400933890,4009338901,Ole Miss,SEC,3,False,1,{'minutes': 15},25,-7,2017
694,Ole Miss,SEC,MISSED FG,"{'minutes': 1, 'seconds': 48}",1,"{'minutes': 11, 'seconds': 33}",28,400933890,4009338902,Vanderbilt,SEC,5,False,1,"{'minutes': 13, 'seconds': 21}",59,31,2017
695,Vanderbilt,SEC,DOWNS,"{'minutes': 2, 'seconds': 10}",1,"{'minutes': 9, 'seconds': 23}",71,400933890,4009338903,Ole Miss,SEC,8,False,1,"{'minutes': 11, 'seconds': 33}",28,43,2017
696,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 38}",1,"{'minutes': 7, 'seconds': 45}",68,400933890,4009338904,Vanderbilt,SEC,3,False,1,"{'minutes': 9, 'seconds': 23}",71,3,2017
697,Vanderbilt,SEC,TD,{'seconds': 57},1,"{'minutes': 6, 'seconds': 48}",100,400933890,4009338905,Ole Miss,SEC,3,True,1,"{'minutes': 7, 'seconds': 45}",26,74,2017
698,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 59}",1,"{'minutes': 4, 'seconds': 49}",90,400933890,4009338906,Vanderbilt,SEC,3,False,1,"{'minutes': 6, 'seconds': 48}",79,-11,2017
699,Vanderbilt,SEC,PUNT,"{'minutes': 1, 'seconds': 9}",1,"{'minutes': 3, 'seconds': 40}",55,400933890,4009338907,Ole Miss,SEC,3,False,1,"{'minutes': 4, 'seconds': 49}",58,-3,2017
700,Ole Miss,SEC,TD,"{'minutes': 4, 'seconds': 36}",2,"{'minutes': 14, 'seconds': 4}",0,400933890,4009338908,Vanderbilt,SEC,8,True,1,"{'minutes': 3, 'seconds': 40}",97,97,2017
701,Vanderbilt,SEC,PUNT,"{'minutes': 1, 'seconds': 42}",2,"{'minutes': 12, 'seconds': 22}",16,400933890,4009338909,Ole Miss,SEC,4,False,2,"{'minutes': 14, 'seconds': 4}",25,-9,2017
702,LSU,SEC,PUNT,{'seconds': 51},1,"{'minutes': 14, 'seconds': 9}",34,400933895,4009338951,Ole Miss,SEC,3,False,1,{'minutes': 15},25,9,2017
703,Ole Miss,SEC,FG,"{'minutes': 3, 'seconds': 31}",1,"{'minutes': 10, 'seconds': 38}",18,400933895,4009338952,LSU,SEC,7,True,1,"{'minutes': 14, 'seconds': 9}",90,72,2017
704,LSU,SEC,FG,"{'minutes': 4, 'seconds': 45}",1,"{'minutes': 5, 'seconds': 53}",85,400933895,4009338953,Ole Miss,SEC,10,True,1,"{'minutes': 10, 'seconds': 38}",18,67,2017
705,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 1}",1,"{'minutes': 4, 'seconds': 52}",0,400933895,4009338954,LSU,SEC,3,True,1,"{'minutes': 5, 'seconds': 53}",75,75,2017
706,LSU,SEC,PUNT,"{'minutes': 2, 'seconds': 7}",1,"{'minutes': 2, 'seconds': 45}",30,400933895,4009338955,Ole Miss,SEC,5,False,1,"{'minutes': 4, 'seconds': 52}",25,5,2017
707,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 55}",1,{'seconds': 50},86,400933895,4009338956,LSU,SEC,3,False,1,"{'minutes': 2, 'seconds': 45}",79,-7,2017
708,LSU,SEC,PUNT,"{'minutes': 1, 'seconds': 40}",2,"{'minutes': 14, 'seconds': 10}",53,400933895,4009338957,Ole Miss,SEC,3,False,1,{'seconds': 50},46,7,2017
709,Ole Miss,SEC,PUNT,"{'minutes': 7, 'seconds': 39}",2,"{'minutes': 6, 'seconds': 31}",56,400933895,4009338958,LSU,SEC,11,False,2,"{'minutes': 14, 'seconds': 10}",93,37,2017
710,LSU,SEC,INT,{'seconds': 50},2,"{'minutes': 5, 'seconds': 41}",42,400933895,4009338959,Ole Miss,SEC,3,False,2,"{'minutes': 6, 'seconds': 31}",25,17,2017
711,Arkansas,SEC,TD,{'seconds': 36},1,"{'minutes': 14, 'seconds': 24}",100,400933900,4009339001,Ole Miss,SEC,2,True,1,{'minutes': 15},26,74,2017
712,Ole Miss,SEC,TD,"{'minutes': 6, 'seconds': 35}",1,"{'minutes': 7, 'seconds': 49}",0,400933900,4009339002,Arkansas,SEC,13,True,1,"{'minutes': 14, 'seconds': 24}",70,70,2017
713,Arkansas,SEC,TD,"{'minutes': 1, 'seconds': 9}",1,"{'minutes': 6, 'seconds': 40}",100,400933900,4009339003,Ole Miss,SEC,4,True,1,"{'minutes': 7, 'seconds': 49}",28,72,2017
714,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 6}",1,"{'minutes': 5, 'seconds': 34}",69,400933900,4009339004,Arkansas,SEC,3,False,1,"{'minutes': 6, 'seconds': 40}",77,8,2017
715,Arkansas,SEC,TD,"{'minutes': 1, 'seconds': 17}",1,"{'minutes': 4, 'seconds': 17}",100,400933900,4009339005,Ole Miss,SEC,5,True,1,"{'minutes': 5, 'seconds': 34}",33,67,2017
716,Ole Miss,SEC,MISSED FG,{'minutes': 3},1,"{'minutes': 1, 'seconds': 17}",27,400933900,4009339006,Arkansas,SEC,7,False,1,"{'minutes': 4, 'seconds': 17}",67,40,2017
717,Arkansas,SEC,FG,"{'minutes': 3, 'seconds': 14}",2,"{'minutes': 12, 'seconds': 56}",80,400933900,4009339007,Ole Miss,SEC,10,True,1,"{'minutes': 1, 'seconds': 17}",27,53,2017
718,Ole Miss,SEC,PUNT,{'seconds': 55},2,"{'minutes': 12, 'seconds': 1}",61,400933900,4009339008,Arkansas,SEC,3,False,2,"{'minutes': 12, 'seconds': 56}",65,4,2017
719,Arkansas,SEC,TD,"{'minutes': 1, 'seconds': 10}",2,"{'minutes': 10, 'seconds': 51}",100,400933900,4009339009,Ole Miss,SEC,4,True,2,"{'minutes': 12, 'seconds': 1}",34,66,2017
720,Kentucky,SEC,PUNT,"{'minutes': 1, 'seconds': 16}",1,"{'minutes': 13, 'seconds': 44}",78,400933907,4009339071,Ole Miss,SEC,3,False,1,{'minutes': 15},75,-3,2017
721,Ole Miss,SEC,FG,"{'minutes': 3, 'seconds': 59}",1,"{'minutes': 9, 'seconds': 45}",82,400933907,4009339072,Kentucky,SEC,8,True,1,"{'minutes': 13, 'seconds': 44}",35,47,2017
722,Kentucky,SEC,TD,"{'minutes': 4, 'seconds': 16}",1,"{'minutes': 5, 'seconds': 29}",0,400933907,4009339073,Ole Miss,SEC,10,True,1,"{'minutes': 9, 'seconds': 45}",75,75,2017
723,Ole Miss,SEC,FG,"{'minutes': 6, 'seconds': 14}",2,"{'minutes': 14, 'seconds': 15}",84,400933907,4009339074,Kentucky,SEC,13,True,1,"{'minutes': 5, 'seconds': 29}",19,65,2017
724,Kentucky,SEC,FG,"{'minutes': 1, 'seconds': 30}",2,"{'minutes': 12, 'seconds': 45}",16,400933907,4009339075,Ole Miss,SEC,6,True,2,"{'minutes': 14, 'seconds': 15}",75,59,2017
725,Ole Miss,SEC,TD,"{'minutes': 4, 'seconds': 43}",2,"{'minutes': 8, 'seconds': 2}",100,400933907,4009339076,Kentucky,SEC,9,True,2,"{'minutes': 12, 'seconds': 45}",25,75,2017
726,Kentucky,SEC,TD,"{'minutes': 1, 'seconds': 52}",2,"{'minutes': 6, 'seconds': 10}",0,400933907,4009339077,Ole Miss,SEC,6,True,2,"{'minutes': 8, 'seconds': 2}",69,69,2017
727,Ole Miss,SEC,TD,"{'minutes': 5, 'seconds': 57}",2,{'seconds': 13},100,400933907,4009339078,Kentucky,SEC,13,True,2,"{'minutes': 6, 'seconds': 10}",21,79,2017
728,Kentucky,SEC,END OF HALF,{'seconds': 13},2,{},63,400933907,4009339079,Ole Miss,SEC,1,False,2,{'seconds': 13},75,12,2017
729,Louisiana,Sun Belt,TD,"{'minutes': 1, 'seconds': 12}",1,"{'minutes': 13, 'seconds': 48}",100,400933915,4009339151,Ole Miss,SEC,5,True,1,{'minutes': 15},25,75,2017
730,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 29}",1,"{'minutes': 10, 'seconds': 19}",45,400933915,4009339152,Louisiana,Sun Belt,8,False,1,"{'minutes': 13, 'seconds': 48}",75,30,2017
731,Louisiana,Sun Belt,TD,"{'minutes': 1, 'seconds': 33}",1,"{'minutes': 8, 'seconds': 46}",100,400933915,4009339153,Ole Miss,SEC,5,True,1,"{'minutes': 10, 'seconds': 19}",4,96,2017
732,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 25}",1,"{'minutes': 5, 'seconds': 21}",55,400933915,4009339154,Louisiana,Sun Belt,6,False,1,"{'minutes': 8, 'seconds': 46}",35,25,2017
733,Louisiana,Sun Belt,TD,"{'minutes': 1, 'seconds': 35}",1,"{'minutes': 3, 'seconds': 46}",100,400933915,4009339155,Ole Miss,SEC,5,True,1,"{'minutes': 5, 'seconds': 21}",20,80,2017
734,Ole Miss,SEC,PUNT,{'minutes': 3},1,{'seconds': 46},64,400933915,4009339156,Louisiana,Sun Belt,5,False,1,"{'minutes': 3, 'seconds': 46}",75,11,2017
735,Louisiana,Sun Belt,TD,"{'minutes': 2, 'seconds': 47}",2,"{'minutes': 12, 'seconds': 51}",100,400933915,4009339157,Ole Miss,SEC,8,True,1,{'seconds': 46},28,72,2017
736,Ole Miss,SEC,TD,"{'minutes': 1, 'seconds': 38}",2,"{'minutes': 11, 'seconds': 13}",0,400933915,4009339158,Louisiana,Sun Belt,4,True,2,"{'minutes': 12, 'seconds': 51}",35,78,2017
737,Louisiana,Sun Belt,TD,"{'minutes': 3, 'seconds': 17}",2,"{'minutes': 7, 'seconds': 56}",100,400933915,4009339159,Ole Miss,SEC,10,True,2,"{'minutes': 11, 'seconds': 13}",25,75,2017
738,Texas A&M,SEC,TD,"{'minutes': 2, 'seconds': 31}",1,"{'minutes': 12, 'seconds': 29}",100,400933926,4009339261,Ole Miss,SEC,7,True,1,{'minutes': 15},30,70,2017
739,Ole Miss,SEC,TD,"{'minutes': 5, 'seconds': 28}",1,"{'minutes': 7, 'seconds': 1}",0,400933926,4009339262,Texas A&M,SEC,10,True,1,"{'minutes': 12, 'seconds': 29}",75,75,2017
740,Texas A&M,SEC,TD,{'seconds': 20},1,"{'minutes': 6, 'seconds': 41}",100,400933926,4009339263,Ole Miss,SEC,1,True,1,"{'minutes': 7, 'seconds': 1}",36,64,2017
741,Ole Miss,SEC,TD,"{'minutes': 2, 'seconds': 24}",1,"{'minutes': 4, 'seconds': 17}",0,400933926,4009339264,Texas A&M,SEC,7,True,1,"{'minutes': 6, 'seconds': 41}",81,81,2017
742,Texas A&M,SEC,PUNT,"{'minutes': 1, 'seconds': 24}",1,"{'minutes': 2, 'seconds': 53}",37,400933926,4009339265,Ole Miss,SEC,3,False,1,"{'minutes': 4, 'seconds': 17}",28,9,2017
743,Ole Miss,SEC,PUNT,{'seconds': 43},1,"{'minutes': 2, 'seconds': 10}",80,400933926,4009339266,Texas A&M,SEC,3,False,1,"{'minutes': 2, 'seconds': 53}",84,4,2017
744,Texas A&M,SEC,PUNT,{'seconds': 45},1,"{'minutes': 1, 'seconds': 25}",39,400933926,4009339267,Ole Miss,SEC,3,False,1,"{'minutes': 2, 'seconds': 10}",36,3,2017
745,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 17}",1,{'seconds': 8},72,400933926,4009339268,Texas A&M,SEC,3,False,1,"{'minutes': 1, 'seconds': 25}",79,7,2017
746,Texas A&M,SEC,FUMBLE,"{'minutes': 2, 'seconds': 37}",2,"{'minutes': 12, 'seconds': 31}",49,400933926,4009339269,Ole Miss,SEC,9,False,1,{'seconds': 8},8,62,2017
747,Mississippi State,SEC,TD,{'seconds': 39},1,"{'minutes': 14, 'seconds': 21}",0,400933930,4009339301,Ole Miss,SEC,3,True,1,{'minutes': 15},75,75,2017
748,Ole Miss,SEC,INT,"{'minutes': 3, 'seconds': 6}",1,"{'minutes': 11, 'seconds': 15}",62,400933930,4009339302,Mississippi State,SEC,9,False,1,"{'minutes': 14, 'seconds': 21}",65,38,2017
749,Mississippi State,SEC,PUNT,"{'minutes': 1, 'seconds': 24}",1,"{'minutes': 9, 'seconds': 51}",66,400933930,4009339303,Ole Miss,SEC,3,False,1,"{'minutes': 11, 'seconds': 15}",74,8,2017
750,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 21}",1,"{'minutes': 8, 'seconds': 30}",16,400933930,4009339304,Mississippi State,SEC,3,False,1,"{'minutes': 9, 'seconds': 51}",22,-6,2017
751,Mississippi State,SEC,PUNT,"{'minutes': 2, 'seconds': 43}",1,"{'minutes': 5, 'seconds': 47}",52,400933930,4009339305,Ole Miss,SEC,6,False,1,"{'minutes': 8, 'seconds': 30}",60,8,2017
752,Ole Miss,SEC,PUNT,"{'minutes': 3, 'seconds': 39}",1,"{'minutes': 2, 'seconds': 8}",47,400933930,4009339306,Mississippi State,SEC,6,False,1,"{'minutes': 5, 'seconds': 47}",12,35,2017
753,Mississippi State,SEC,PUNT,"{'minutes': 3, 'seconds': 40}",2,"{'minutes': 13, 'seconds': 28}",41,400933930,4009339307,Ole Miss,SEC,8,False,1,"{'minutes': 2, 'seconds': 8}",81,40,2017
754,Ole Miss,SEC,INT,{'seconds': 15},2,"{'minutes': 13, 'seconds': 13}",58,400933930,4009339308,Mississippi State,SEC,1,False,2,"{'minutes': 13, 'seconds': 28}",43,0,2017
755,Mississippi State,SEC,FG,"{'minutes': 2, 'seconds': 33}",2,"{'minutes': 10, 'seconds': 40}",16,400933930,4009339309,Ole Miss,SEC,6,True,2,"{'minutes': 13, 'seconds': 13}",28,12,2017
756,South Alabama,Sun Belt,TD,{'seconds': 33},3,"{'minutes': 14, 'seconds': 27}",100,400933834,40093383410,Ole Miss,SEC,2,True,3,{'minutes': 15},25,75,2017
757,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 30}",3,"{'minutes': 12, 'seconds': 57}",69,400933834,40093383411,South Alabama,Sun Belt,3,False,3,"{'minutes': 14, 'seconds': 27}",75,6,2017
758,South Alabama,Sun Belt,TD,{'seconds': 50},3,"{'minutes': 12, 'seconds': 7}",100,400933834,40093383412,Ole Miss,SEC,3,True,3,"{'minutes': 12, 'seconds': 57}",24,76,2017
759,Ole Miss,SEC,PUNT,"{'minutes': 1, 'seconds': 30}",3,"{'minutes': 10, 'seconds': 37}",62,400933834,40093383413,South Alabama,Sun Belt,3,False,3,"{'minutes': 12, 'seconds': 7}",75,13,2017
